Drop Down,Drop Down.1,Drop Down.2,Drop Down.3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Drop Down.4,Drop Down.5,Unnamed: 10
CGT,10,Ready to File,API (Cell & Gene),,Continuous Process verification (CPV) strategy defined (linked to stabilization metrics) and implementation started.--> SG 9: CPV strategy defined; SG 10: CPV strategy approved,,,,,
CGT,10,Ready to File,API (Cell & Gene),,Continuous Process verification (CPV) approved and ready for implementation ,,,,,
CGT,10,Ready to File,Clinical Supply Chain (CSC),,Coordinate aggregated clinical/non-clinical demand in support of commercial/Ph3 mfg. to the JSC organization,,,,,
CGT,10,Ready to File,Clinical Supply Chain (CSC),,Initiate discussions with VCL/JSC to have plan in place to support Medical Affairs and any other ongoing studies from commercial supplies.,,,,,
CGT,10,Ready to File,Clinical Supply Chain (CSC),,Overall CSC FTE and OOP budget compound and study level in place,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Complete CMC Strategic Plan covering Stages 10-12 (includes life cycle management strategy). - ,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Review Marketing Application data and conduct lessons learned (if applicable). ,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Marketing Application reviewed and approved. ,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Patent and Publication Strategy:  summarize potential unique aspects of the process that could lead to publications and/or patents.   ,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Complete Customer Value deliverables for this stage (if applicable).,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Update Criticality Analysis (if applicable).,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Stage 10 CMC Council presentation completed.,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Update CMC Risk Register.,,,,,
CGT,10,Ready to File,CMC Regulatory Affairs (RA),,Marketing Application internally reviewed and approved.,,,,,
CGT,10,Ready to File,CMC Regulatory Affairs (RA),,Marketing Application submitted to primary markets according to project timelines.,,,,,
CGT,10,Ready to File,CMC Regulatory Affairs (RA),,Risk Register completed for major predictable CMC filing issues (RA/CMCL).,,,,,
CGT,10,Ready to File,CMC Regulatory Affairs (RA),,Prepare for potential high risk HA questions during dossier review and PAI readiness.,,,,,
CGT,10,Ready to File,CMC Regulatory Affairs (RA),,Review and endorsement of proposed commercial label completed.,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,CPDP Commercialization Stage Initiated,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Pre-Approval Inspection Readiness - PAI Readiness Checklist (Device/Combo),,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Pre-Approval Inspection Readiness - Mock PAI Inspection of Compliance ,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Pre-Approval Inspection Readiness - Checklist execution Summary/Remediation Report,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Design Control,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Design and Development Plan  (Update),,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,"Update to Regulated Substances Plan, Supplier Regulated Substances Declarations and Regulated Substances Report (if applicable)",,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Master Record (DMR) (Update),,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Design History File (Update),,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Risk Management Plan (Update),,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Product Risk Assessment/Hazard ID (Update),,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - uFMEA (Update),,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - CTQ Flow Down (Update) ,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Device Control Strategy (Review and Update) ,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - dFMEA (Update),,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - pFMEA (Update),,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Report (Update),,,,,
CGT,10,Ready to File,Dossier Development Operations (DDO),,"Marketing Application internally reviewed and approved, and derivative dossiers completed according to project timelines.",,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Commercial pharmacy manual supportive studies completed & documented (if required).,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,DP sections of Marketing Application reviewed and approved.,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Commercially acceptable stability achieved at real-time storage conditions according to regulatory submission strategy.,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,EHS Requirement: compliance assessment for DP manufacturing completed.,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,All formulation and process robustness source documents completed.,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Continuous Process verification (CPV) strategy defined (linked to stabilization metrics) and implementation started.,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Commercial Container Closure System Summary Report completed.,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Finalize JJ Packaging Design protocol.,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,"Passive shipping systems qualified, if applicable.",,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,"Create use-related risk analysis (URRA), if needed.",,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Continuous Process verification (CPV) strategy defined and implementation started. ,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Marketing Application reviewed and approved including JSC sections (i.e. Facilities). ,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,"Site compliance, PAI readiness evaluated and PAI observations addressed.",,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Initial commercial launch quantities defined.,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,DP: at risk launch inventory build approved and production initiated (if needed). ,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Decision on rapid launch strategy made with commercial affiliates.,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Commercial Secondary/Tertiary Packaging Design locked.,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,ProVal DS & DP stability data trending completed by JSC QC.,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Update strategic forecast and capacity planning for DS and DP via NPS/FIS.,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Transportation/Distribution strategy defined. Transportation channel and shipping protection selected (Distribution Risk Assessment completed).,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,E2E Value Chain Risk Management started.,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,PSR refreshed & JSC Presentation (if needed),,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Secure funding for any post launch optimization projects (JSC & R&D),,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Updated Cost of Goods Sold (COGS) and Gross Profit (GP) for launch and steady state.,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Confirm that commercial DS/DP processes for launch materials match the validated processes. Communicate any differences.,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Review and approve process validation reports.,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Review process characterization reports.,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Post PPQ Criticality Report Reviewed,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,"Confirm commercial sourcing strategy with CMC team e.g. Raw Materials, Vector, Cell Bank",,,,,
CGT,10,Ready to File,Material Sciences (MS),,"Raw Material sections of Marketing Application authored, reviewed and approved.",,,,,
CGT,10,Ready to File,Material Sciences (MS),,Product-specific Extractable Risk Assessments and Summary Report completed as dossier drop-in reports.,,,,,
CGT,10,Ready to File,Material Sciences (MS),,Finalize raw material control strategy for DS and DP including risk assessments (supplier and CA) and control including monitoring and trending.,,,,,
CGT,10,Ready to File,Material Sciences (MS),,Complete PAI readiness activities for raw materials for DS and DP including technical/scientific documentation and compliance.,,,,,
CGT,10,Ready to File,Material Sciences (MS),,Data for 6-12 months long term leachable data completed and ready for Marketing Application,,,,,
CGT,10,Ready to File,Product Quality Management (PQM),,Marketing Application reviewed and approved. ,,,,,
CGT,10,Ready to File,Product Quality Management (PQM),,PAI readiness achieved at DS/DP manufacturing and testing sites,,,,,
CGT,10,Ready to File,Product Quality Management (PQM),,Update PRA (including verification and effectiveness),,,,,
CGT,10,Ready to File,Product Quality Management (PQM),,Update PMR Plan/Report (including Product Risk Benefit Analysis),,,,,
CGT,10,Ready to File,Product Quality Management (PQM),,"Update FMEAs (u, d, p) (including verification and effectiveness (COMBO Product Requirement)",,,,,
CGT,10,Ready to File,Product Quality Management (PQM),,Post Market Safety Reporting including MARL (if applicable),,,,,
CGT,10,Ready to File,Product Quality Management (PQM),,Submit Product Quality Complaint New Product Set Up Form for commercial product,,,,,
CGT,10,Ready to File,Program Management (PMO),,Support CMC TL and CMC team to meet all deliverables through planning coordination.,,,,,
CGT,10,Ready to File,Program Management (PMO),,Project plan updated and reviewed with CMC Team.,,,,,
CGT,10,Ready to File,Program Management (PMO),,Project FTE and OOP demand estimates completed and updated in Planning System.,,,,,
CGT,10,Ready to File,Program Management (PMO),,Develop scenarios in support of strategic planning (as required).,,,,,
CGT,11,Ready to Launch,Analytical Development (AD),,Support PAI inspection of manufacturing sites (DS and DP).,,,,,
CGT,11,Ready to Launch,Analytical Development (AD),,CMC responses to HAs completed and commitments initiated (if applicable).,,,,,
CGT,11,Ready to Launch,Analytical Development (AD),,Adjust commercial specifications following health authority approval (if applicable). ,,,,,
CGT,11,Ready to Launch,Analytical Development (AD),,Stability data updates provided to health authority (if applicable).,,,,,
CGT,11,Ready to Launch,API (Cell & Gene),,Support PAI inspection of manufacturing sites.,,,,,
CGT,11,Ready to Launch,API (Cell & Gene),,CMC responses to HAs completed and commitments initiated (if applicable).,,,,,
CGT,11,Ready to Launch,API (Cell & Gene),,EHS Requirement: update SDS and label for DS.,,,,,
CGT,11,Ready to Launch,API (Cell & Gene),,LCM upstream & downstream work initiated (if applicable).,,,,,
CGT,11,Ready to Launch,Clinical Supply Chain (CSC),,Coordinate aggregated clinical/non-clinical demand (including Medical affairs) in support of commercial/Ph3 mfg. to the JSC organization,,,,,
CGT,11,Ready to Launch,Clinical Supply Chain (CSC),,Overall CSC FTE and OOP budget compound and study level,,,,,
CGT,11,Ready to Launch,CMC Leadership (CMC-L),,Conduct lessons learned if any significant issues occurred during HA review.,,,,,
CGT,11,Ready to Launch,CMC Leadership (CMC-L),,Update Criticality Analysis and integrated Control Strategy (if applicable due to HA feedback).,,,,,
CGT,11,Ready to Launch,CMC Leadership (CMC-L),,Update CMC Risk Register,,,,,
CGT,11,Ready to Launch,CMC Leadership (CMC-L),,Stage 11 CMC Council presentation review completed.,,,,,
CGT,11,Ready to Launch,CMC Regulatory Affairs (RA),,Approvals obtained from primary markets.,,,,,
CGT,11,Ready to Launch,CMC Regulatory Affairs (RA),,Pre-Launch Importation Request (PLAIR) submitted and approved (as applicable).,,,,,
CGT,11,Ready to Launch,CMC Regulatory Affairs (RA),,Regulatory commitments entered into appropriate GRA system(s).,,,,,
CGT,11,Ready to Launch,CMC Regulatory Affairs (RA),,Support Post Approval Tech transfer alignment ,,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,CPDP Commercialization Stage ,,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Design Control,,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Design and Development Plan  (Update),,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Device Master Record (DMR) (Update),,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Design History File (Update),,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Design History File (Update),,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Plan (Update),,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Product Risk Assessment/Hazard ID (Update),,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - uFMEA (Update),,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - CTQ Flow Down (Update) ,,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Device Control Strategy (Review and Update) ,,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - dFMEA (Update),,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - pFMEA (Update),,,,,
CGT,11,Ready to Launch,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Report (Update),,,,,
CGT,11,Ready to Launch,Dossier Development Operations (DDO),,Prepare responses to HA questions,,,,,
CGT,11,Ready to Launch,Drug Product Development & Delivery (DPD&D),,Support PAI inspection of manufacturing sites,,,,,
CGT,11,Ready to Launch,Drug Product Development & Delivery (DPD&D),,CMC responses to HAs completed and commitments initiated (if applicable).,,,,,
CGT,11,Ready to Launch,Drug Product Development & Delivery (DPD&D),,DP life cycle management development work initiated (if applicable).,,,,,
CGT,11,Ready to Launch,Drug Product Development & Delivery (DPD&D),,EHS Requirement: update SDS and label for DP,,,,,
CGT,11,Ready to Launch,Drug Product Development & Delivery (DPD&D),,Container Closure Integrity Testing post shipping - (PPQ material) ,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,JSC relevant Marketing Application regulatory responses reviewed & approved (as applicable).,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Support PAI at manufacturing sites.,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Site business systems set-up finished (SAP etc.).,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,"Launch readiness confirmed at all involved commercial manufacturing & packaging sites.  Assess the impact of a rapid launch, if requested by commercial. This includes an assessment of the capabilities of the launch sites involved.",,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Updated Cost of Goods Sold (COGS) and Gross Profit (GP) for launch and steady state.,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,"Confirm completion of all process validations and associated reports, and packaging line qualifications/validations.",,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Shipping Methods & allowable Temperature Excursions documented.,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Confirm completion of shipping qualifications or validations (associated with cold chain).,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Product Financial flows should be determined.,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,COGS and COGS improvement plan should be updated and presented.,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,"Preliminary artwork will have been filed with the Marketing Applications and Marketing should be preparing final commercial artwork, with trademark, if one has been determined.",,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,"Importation activities/licenses planned (e.g., controlled substances → DEA, pre-importations).",,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Strategic forecast should be updated and long term strategic capacity analysis updated via NPS/FIS.,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Regional operational forecasts available and translated into manufacturing forecasts (for markets preparing to launch).,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,"Agreements regarding safety stock at the DS level, WIP level and Finished Good level should be defined and agreements reached on launch quantities and strategy.",,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Distribution requirements strategy identified to point of HUB DC. Global product distribution chain set up and implemented.,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,"Approval timing, pricing and launch timings and quantities should be defined and presented. Launch Plan including Rapid Launch Plan (if applicable) should be presented.",,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,A summary of all At-Risk Inventories approved prior to launch should be presented. ,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Risk Analysis & Mitigation plans from Stage Gate Review 10 should be updated and presented.,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,"Product Launch supplies manufactured and released. ""And released"" added by Portfolio Mgmt.",,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Knowledge Management Database updated with Product Fact Book,,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,PSR refreshed and JSC Presentation (if needed),,,,,
CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Distribution requirements strategy identified from Hub DC to First Line Customer ,,,,,
CGT,11,Ready to Launch,Material Sciences (MS),,Complete Commercial Patient Safety and Compliance (PSCI) Document,,,,,
CGT,11,Ready to Launch,Material Sciences (MS),,"Define raw material supply chain reliability strategy for DS and DP (media, buffers, resins, chemicals, excipients, and polymeric product contact materials).",,,,,
CGT,11,Ready to Launch,Material Sciences (MS),,Support PAI inspection of manufacturing sites.,,,,,
CGT,11,Ready to Launch,Material Sciences (MS),,CMC responses to HAs completed and commitments initiated (if applicable).,,,,,
CGT,11,Ready to Launch,Material Sciences (MS),,Raw material life cycle management development work initiated (if applicable).,,,,,
CGT,11,Ready to Launch,Product Quality Management (PQM),,Commercial DS & DP release & shelf-life specification document approved.,,,,,
CGT,11,Ready to Launch,Product Quality Management (PQM),,Quality agreement for commercial completed/revised for all mfg. sites/testing labs (external and internal) (if applicable),,,,,
CGT,11,Ready to Launch,Product Quality Management (PQM),,"Review PRA, update if additional/changed risk management activities",,,,,
CGT,11,Ready to Launch,Product Quality Management (PQM),,"Review FMEAs (u, p, d), update if additions/changes risk management activities (COMBO Product) Requirement)",,,,,
CGT,11,Ready to Launch,Product Quality Management (PQM),,"Review PRM Plan/Report, update if additional/changed risk management activities",,,,,
CGT,11,Ready to Launch,Product Quality Management (PQM),,Post Market Safety Reporting including MARL (if applicable),,,,,
CGT,11,Ready to Launch,Product Quality Management (PQM),,HA inspections successfully completed.,,,,,
CGT,11,Ready to Launch,Product Quality Management (PQM),,Stability review (post-submission data) & marketed stability plan reviewed and assessed for completeness and potential risks.,,,,,
CGT,11,Ready to Launch,Program Management (PMO),,Support CMC TL and CMC team to meet all deliverables through planning coordination.,,,,,
CGT,11,Ready to Launch,Program Management (PMO),,Project plan updated and reviewed with CMC Team.,,,,,
CGT,11,Ready to Launch,Program Management (PMO),,Project FTE and OOP demand estimates completed and updated in Planning System.,,,,,
CGT,11,Ready to Launch,Program Management (PMO),,Developed scenarios in support of strategic planning (as required).,,,,,
CGT,12,Transfer of Ownership,Analytical Development (AD),,OOT (Out of Trend) and OOS (Out of Specifications) results reviewed.,,,,,
CGT,12,Transfer of Ownership,Analytical Development (AD),,Approved LCM (Lifecycle Management) work initiated/supported including post-approval commitments (if applicable).,,,,,
CGT,12,Transfer of Ownership,Analytical Development (AD),,"When CPV reaches stage 3, support CPV  protocols, if non-routine testing needed, in support of transfer of CPV ownership to TO",,,,,
CGT,12,Transfer of Ownership,API (Cell & Gene),,"Continuous Process verification (CPV) Stage 3a final report approved, CPV program  ownership transfer to TLI completed ",,,,,
CGT,12,Transfer of Ownership,API (Cell & Gene),,Approved LCM upstream & downstream work initiated/supported including post-approval commitments (if applicable).,,,,,
CGT,12,Transfer of Ownership,API (Cell & Gene),,"Continue LCM activities to support process requirements, as needed",,,,,
CGT,12,Transfer of Ownership,API (Cell & Gene),,Support CPV program in support of transfer of CPV ownership to TO.,,,,,
CGT,12,Transfer of Ownership,Clinical Supply Chain (CSC),,Coordinate aggregated clinical/non-clinical demand in support of commercial/Ph3 mfg. to the JSC organization.,,,,,
CGT,12,Transfer of Ownership,Clinical Supply Chain (CSC),,Overall CSC FTE and OOP budget compound and study level,,,,,
CGT,12,Transfer of Ownership,CMC Leadership (CMC-L),,Lessons learned completed,,,,,
CGT,12,Transfer of Ownership,CMC Leadership (CMC-L),,Ownership for base business and Product Strategy Roadmap transferred to Supply Chain Product Owner and manufacturing sites,,,,,
CGT,12,Transfer of Ownership,CMC Leadership (CMC-L),,Risk register transferred to Life Cycle Management Team,,,,,
CGT,12,Transfer of Ownership,CMC Leadership (CMC-L),,Patent Strategy: summarize potential unique aspects of the process that could lead to patent applications   ,,,,,
CGT,12,Transfer of Ownership,CMC Leadership (CMC-L),,Stage 12 CMC Council presentation completed,,,,,
CGT,12,Transfer of Ownership,CMC Regulatory Affairs (RA),,Support Regulatory Plan for prioritization of GFLS and post-approval supplements,,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,CPDP Commercialization Stage Complete,,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Design Control,,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Design and Development Plan  (Update),,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Review & Update Traceability Matrix (If applicable),,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,"Update to Regulated Substances Plan, Supplier Regulated Substances Declarations and Regulated Substances Report (if applicable)",,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Master Record (DMR) (Update),,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Design History File (Update),,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Commercialization Stage Design Review,,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Stage Gate Approval Form,,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Plan (Update),,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Product Risk Assessment/Hazard ID (Update),,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - uFMEA (Update),,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - CTQ Flow Down (Update) ,,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Device Control Strategy (Review and Update) ,,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - dFMEA (Update),,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - pFMEA (Update),,,,,
CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Report (Update),,,,,
CGT,12,Transfer of Ownership,Dossier Development Operations (DDO),,"Align with CMCRA for ownership of project specific deliverables per DDO/CMCRA Best Practice ""DDO Post-Approval Responsibility""
https://jnj.sharepoint.com/:w:/r/teams/DDOPortal/_layouts/15/Doc.aspx?sourcedoc=%7BB46278C1-AD7A-47CE-84E2-BD2F26ADB084%7D&file=Best%20Practice%20DDO%20Deliverable%20Decision%20Tree.docx",,,,,
CGT,12,Transfer of Ownership,Drug Product Development & Delivery (DPD&D),,DP process robustness and supply chain review completed.,,,,,
CGT,12,Transfer of Ownership,Drug Product Development & Delivery (DPD&D),,Complete plans to address all DP process post-approval commitments.,,,,,
CGT,12,Transfer of Ownership,Drug Product Development & Delivery (DPD&D),,Approved LCM work initiated/supported including post-approval commitments (if applicable).,,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Consolidated (JSC & BioTD) lessons learned. ""JSC & BTDS"" text added by Portfolio Management. ",,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Team agreement (JSC & BTDS) that product is stable and to transfer ownership for product. ""JSC & BioTD"" text added by Portfolio Management. ",,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,PSR refreshed; JSC Product Council endorsement (if needed),,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Update Cost of Goods Sold (COGS) and Gross Profit (GP) for steady state.  Summarize COGS progression and opportunities.,,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Strategy for future production scale-up/capacity/utilization (DS and DP) in place.,,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Update dosage forms, marketed SKU’s, supply chain flow. ",,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Update forecasts, sales performance, inventories at transfer point, capacity review, and market intelligence.",,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Update new risks identified for business, regulatory, and Business Continuity Plans. Prepare summary, discussion and mitigation plan for any Yellow/Red items, and identify owners. (Can these be collectively called VCRM Risks?)",,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Launches executed/launch metrics met.,,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Product Risk Register transferred to JSC,,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Knowledge Management Database updated.,,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Define and initiate Product Dashboard.,,,,,
CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Accept ownership CPV program for DS and DP, whether in stage 3a or 3b",,,,,
CGT,12,Transfer of Ownership,Material Sciences (MS),,CMC responses to HAs completed,,,,,
CGT,12,Transfer of Ownership,Material Sciences (MS),,Complete raw material reliability assessment and trending recommendations.,,,,,
CGT,12,Transfer of Ownership,Product Quality Management (PQM),,"Collect Annual Review Product Data (test Results, IPC, OOS, deviations, complaints etc.).",,,,,
CGT,12,Transfer of Ownership,Product Quality Management (PQM),,Complete Proactive Product Quality Scan (PPQS).,,,,,
CGT,12,Transfer of Ownership,Program Management (PMO),,Consolidated lessons learned completed (BTDS & JSC).,,,,,
CGT,12,Transfer of Ownership,Program Management (PMO),,Ownership for base business and Product Strategy Roadmap transferred to Value Stream Team and manufacturing sites including existing Change Controls and Post-Marketing Commitments.,,,,,
CGT,12,Transfer of Ownership,Program Management (PMO),,Risk register transferred to Value Stream Team.,,,,,
CGT,12,Transfer of Ownership,Program Management (PMO),,Patent and Publication Strategy:  summarize potential unique aspects of the process that could lead to publications and/or patents.   ,,,,,
CGT,12,Transfer of Ownership,Program Management (PMO),,Stage 12 CMC Council presentation review completed.,,,,,
Protein,0,Entry into cell line development (Protein),Analytical Development (AD),,Identify critical reagents needs & new process/product impurities and plan for method development,,AD-SI,,,
Protein,0,Entry into cell line development (Protein),Analytical Development (AD),,Start knowledge transfer from TD/CEAS (including MOA) and align on methods used for early development,,AD-SI,,,
Protein,0,Entry into cell line development (Protein),Analytical Development (AD),,Review of IPSC data & Joint development risk assesment through LSAM ,,AD-SI,,,
Protein,0,Entry into cell line development (Protein),Analytical Development (AD),,Confirm any pre-NME batch data & material retains used for studies that support FIH clinical trials are in place,,,,,
Protein,0,Entry into cell line development (Protein),Analytical Development (AD),,Assign AD-SI upon request for portfolio Mgt (approx.: one month prior to cell line selection),,AD management,,,
Protein,0,Entry into cell line development (Protein),Analytical Development (AD),,Identify new de novo methods to support new protein modalities.,,AD-SI,,,
Protein,0,Entry into cell line development (Protein),API (Proteins),,Review of IPSC data & Joint development risk assesment through LSAM ,,,,,
Protein,0,Entry into cell line development (Protein),API (Proteins),,Mfg plasmids ordered and released.  For Tri-specifc ensure ratio scouting is complete.  Obtain ~10 mg of reference std from TD and any Octet titering detection reagents or purification methods if needed.,,,,,
